,Unnamed: 0.1,Unnamed: 0,NAPRORE_ID,SMILES,NAME,SOURCE_SPECIES,REFERENCE,NPC_PATHWAY_1,NPC_PATHWAY_2,NPC_PATHWAY_3,NPC_SUPERCLASS_1,NPC_SUPERCLASS_2,NPC_SUPERCLASS_3,NPC_CLASS_1,NPC_CLASS_2,NPC_CLASS_3,NPC_IS_GLYCOSIDE,NUM_ATOMS,NUM_BONDS,MOL_WT,HBD_COUNT,HBA_COUNT,ROTABLE_BONDS,LOGP,TPSA,AROMATIC_RING_COUNT,ACID_GROUP_COUNT,BASE_GROUP_COUNT,IONIZABLE
704,704,704,705,CC1=CCC2(C(C)C)CC12,"['α-thujene', 'α-thujene', 'α-thujene', 'α-thujene', 'α-thujene']","['Ocotea morae', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744']",Terpenoids,,,Monoterpenoids,,,Thujane monoterpenoids,,,False,10,11,136.238,0,0,1,2.9987000000000013,0.0,0,0,0,Non-ionizable
705,705,705,706,C=C1C=CC2(C(C)C)CC12,"['Thuja-2,4(10)-diene', 'thuja-2,4(10)-diene', 'Thuja-2,4(10)-diene', 'Thuja-2,4(10)-diene']","['Ocotea gomezii', 'Aiouea costaricensis', 'Smallanthus maculatus ', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Monoterpenoids,,,Thujane monoterpenoids,,,False,10,11,134.222,0,0,1,2.774700000000001,0.0,0,0,0,Non-ionizable
706,706,706,707,O=Cc1ccccc1,['Benzaldehyde'],['Ocotea morae'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Shikimates and Phenylpropanoids,,,,,,,,,False,8,8,106.12399999999997,0,1,1,1.4991,17.07,1,0,0,Non-ionizable
707,707,707,708,CC12C=CC(CC1)C(C)(C)O2,"['Dehydro-1,8-cineole']",['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,Monocyclic monoterpenoids,,False,11,12,152.237,0,1,0,2.520100000000001,9.23,0,0,0,Non-ionizable
708,708,708,709,CC1=CCC(C(C)C)C=C1,"['α-phellandrene', 'α-phellandrene', 'α-phellandrene', 'α-phellandrene', 'α-phellandrene', 'α-phellandrene', 'α-Phellandrene', 'α-phellandrene']","['Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ', 'Beilschmiedia pendula', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,False,10,10,136.238,0,0,1,3.1648000000000023,0.0,0,0,0,Non-ionizable
709,709,709,710,CC1=CCC2C(C1)C2(C)C,"['3-carene', 'δ-3-carene']","['Ocotea morae', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Monoterpenoids,,,Carane monoterpenoids,,,False,10,11,136.238,0,0,0,2.9987000000000013,0.0,0,0,0,Non-ionizable
710,710,710,711,CC(C)C12CCC(C)(O)C1C2,"['Sabinene hydrate', 'cis-sabinene hydrate ']","['Ocotea morae', 'Smallanthus maculatus ']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2004.9698740']",Terpenoids,,,Monoterpenoids,,,Thujane monoterpenoids,,,False,11,12,154.253,1,1,1,2.1935,20.23,0,0,0,Non-ionizable
711,711,711,712,CCCCCCCC(C)=O,['2-Nonanone'],['Ocotea morae'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Fatty acids,,,Fatty acyls,,,Oxygenated hydrocarbons,,,False,10,9,142.242,0,1,6,2.935900000000002,17.07,0,0,0,Non-ionizable
712,712,712,713,CCCCCCCC(C)O,['2-nonanol'],['Ocotea morae'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Fatty acids,,,Fatty acyls,,,Fatty alcohols,,,False,10,9,144.258,1,1,6,2.727700000000002,20.23,0,0,0,Non-ionizable
713,713,713,714,C=C1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C,"['trans-pinocarveol', 'trans-pinocarveol', 'trans-pinocarveol', 'trans-pinocarveol', 'trans-pinocarveol', 'trans-pinocarveol']","['Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Podachaenium eminens', 'Beilschmiedia pendula', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2004.9698744', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Monoterpenoids,,,Pinane monoterpenoids,,,False,11,12,152.237,1,1,0,1.9695,20.23,0,0,0,Non-ionizable
714,714,714,715,C=C1C(O)CC2(C(C)C)CC12,['Sabinol'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,Thujane monoterpenoids,,False,11,12,152.237,1,1,1,1.9695,20.23,0,0,0,Non-ionizable
715,715,715,716,C=C1CCC(C(C)(C)O)CC1,"['δ-terpineol', 'δ-terpineol', 'δ-terpineol']","['Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389']",Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,Monocyclic monoterpenoids,,False,11,11,154.25299999999996,1,1,1,2.503700000000001,20.23,0,0,0,Non-ionizable
716,716,716,717,CC(=O)C1(C)C2CC3C(C2)C31C,['Santalone'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Santalane sesquiterpenoids,,,False,12,14,164.24799999999996,0,1,1,2.2576,17.07,0,0,0,Non-ionizable
717,717,717,718,CC(C)C1C=CC(=O)CC1,['Cryptone'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Monocyclic monoterpenoids,,,False,10,10,138.20999999999998,0,1,1,2.1777,17.07,0,0,0,Non-ionizable
718,718,718,719,C=C(C)C1CCC(C)C(O)C1,['Dihydrocarveol'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,,,False,11,11,154.253,1,1,1,2.3596000000000004,20.23,0,0,0,Non-ionizable
719,719,719,720,CC1(C)C2CC=C(CO)C1C2,"['Myrtenol', 'myrtenol', 'myrtenol']","['Ocotea morae', 'Aiouea costaricensis', 'Podachaenium eminens']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2004.9698744']",Terpenoids,,,Monoterpenoids,,,Pinane monoterpenoids,,,False,11,12,152.237,1,1,1,1.9711,20.23,0,0,0,Non-ionizable
720,720,720,721,CC1(C)C2CC=C(C=O)C1C2,"['Myrtenal', 'myrtenal', 'Myrtenal']","['Ocotea morae', 'Aiouea costaricensis', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Monoterpenoids,,,Pinane monoterpenoids,,,False,11,12,150.22099999999998,0,1,1,2.1777,17.07,0,0,0,Non-ionizable
721,721,721,722,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,['Trans-carveol'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,Monocyclic monoterpenoids,,False,11,11,152.23699999999997,1,1,1,2.2797,20.23,0,0,0,Non-ionizable
722,722,722,723,CC(C)c1ccc(C=O)cc1,['Cumin aldehyde'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,,,False,11,11,148.20499999999998,0,1,2,2.6225000000000014,17.07,1,0,0,Non-ionizable
723,723,723,724,CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,['Isobornyl acetate'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Camphane monoterpenoids,,,False,14,15,196.29,0,2,1,2.7643000000000013,26.3,0,0,0,Non-ionizable
724,724,724,725,CC(=O)OC1CC2CCC1(C)C2(C)C,"['Bornyl acetate', 'Bornyl acetate', 'bornyl acetate']","['Ocotea morae', 'Croton jimenezii', 'Podachaenium eminens']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698744']",Terpenoids,,,Monoterpenoids,,,Camphane monoterpenoids,,,False,14,15,196.29,0,2,1,2.7643000000000013,26.3,0,0,0,Non-ionizable
725,725,725,726,CCC1C(=O)[C@H](C(C)C)CC[C@@H]1C,['2-ethyl-isomenthone'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Monoterpenoids,,,Menthane monoterpenoids,Monocyclic monoterpenoids,,False,13,13,182.307,0,1,2,3.283800000000002,17.07,0,0,0,Non-ionizable
726,726,726,727,C=C1CC[C@@]23[C@@H]([C@@H]12)[C@H](C(C)C)CC[C@H]3C,"['α-cubebene', 'α-cubebene', 'β-cubebene', 'β-cubebene', 'β-cubebene', 'β-cubebene']","['Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis', 'Croton jimenezii', 'Smallanthus maculatus ', 'Podachaenium eminens']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2004.9698744']",Terpenoids,,,Sesquiterpenoids,,,Cubebane sesquiterpenoids,,,False,15,17,204.357,0,0,1,4.270900000000004,0.0,0,0,0,Non-ionizable
727,727,727,728,CC1CCC2C(C3=C1CCC3C)C2(C)C,['Isoledene'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,False,15,17,204.357,0,0,0,4.415000000000004,0.0,0,0,0,Non-ionizable
728,728,728,729,CC1=CCC2C3C(C(C)C)CCC2(C)C13,"['α-copaene', 'α-copaene', 'α-copaene', 'α-copaene', 'α-copaene']","['Ocotea morae', 'Ocotea gomezii', 'Schinus molle', 'Croton jimenezii', 'Smallanthus maculatus ']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740']",Terpenoids,,,Sesquiterpenoids,,,Copaane sesquiterpenoids,,,False,15,17,204.357,0,0,1,4.270900000000004,0.0,0,0,0,Non-ionizable
729,729,729,730,C=C1CC[C@@H]2[C@H]1[C@H]1[C@H](C(C)C)CC[C@]12C,"['β-bourbonene', 'β-bourbonene', 'β-bourbonene']","['Ocotea morae', 'Croton jimenezii', 'Smallanthus maculatus ']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740']",Terpenoids,,,Sesquiterpenoids,,,Bourbonane sesquiterpenoids,,,False,15,17,204.3569999999999,0,0,1,4.270900000000004,0.0,0,0,0,Non-ionizable
730,730,730,731,CC(C)=CCC[C@@]1(C)[C@H]2CC=C(C)[C@@H]1C2,['cis-α-bergamotene'],['Ocotea morae'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Bergamotane sesquiterpenoids,,,False,15,16,204.357,0,0,3,4.7252000000000045,0.0,0,0,0,Non-ionizable
731,731,731,732,CC(C)=CCCC1(C)C2CC3C(C2)C31C,['α-santalene'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Santalane sesquiterpenoids,,,False,15,17,204.357,0,0,3,4.415000000000004,0.0,0,0,0,Non-ionizable
732,732,732,733,C=C1CCC2C3C(C(C)C)CCC2(C)C13,"['β-ylangene', 'β-ylangene']","['Ocotea gomezii', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Sesquiterpenoids,,,Copaane sesquiterpenoids,,,False,15,17,204.357,0,0,1,4.270900000000004,0.0,0,0,0,Non-ionizable
733,733,733,734,C=C1CC[C@H]2[C@H]3C1[C@@]2(C)CC[C@H]3C(C)C,"['β-copaene', 'β-copaene', 'β-copaene', 'β-copaene']","['Ocotea gomezii', 'Ocotea morae', 'Ocotea austinii', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2007.9699946', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Copaane sesquiterpenoids,,,False,15,17,204.357,0,0,1,4.270900000000004,0.0,0,0,0,Non-ionizable
734,734,734,735,C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,"['α-guaiene', 'α-guaiene', 'α-guaiene', 'α-guaiene']","['Ocotea morae', 'Aiouea costaricensis', 'Daldinia eschscholtzii', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1021/acsomega.3c03865', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.7252000000000045,0.0,0,0,0,Non-ionizable
735,735,735,736,CC(C)=CCC[C@]1(C)[C@H]2CC=C(C)[C@@H]1C2,"['trans-α-bergamotene', 'trans-α-bergamotene']","['Ocotea gomezii', 'Podachaenium eminens']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2004.9698744']",Terpenoids,,,Sesquiterpenoids,,,Bergamotane sesquiterpenoids,,,False,15,16,204.357,0,0,3,4.7252000000000045,0.0,0,0,0,Non-ionizable
736,736,736,737,C=C1CCC2C(C3C(C)CCC13)C2(C)C,"['Aromadendrene', 'Aromadendrene']","['Ocotea morae', 'Smallanthus maculatus ']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2004.9698740']",Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,False,15,17,204.357,0,0,0,4.270900000000004,0.0,0,0,0,Non-ionizable
737,737,737,738,CC1=CC[C@@H]2C(=C1)[C@@H](C(C)C)CC[C@H]2C,"['cis-muurola-3,5-diene', 'cis-muurola-3,5-diene', 'cis-muurola-3,5-diene']","['Ocotea morae', 'Ocotea gomezii', 'Schinus molle']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/14786410701848154']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
738,738,738,739,C=C1C=C2[C@@H](CC1)[C@H](C)CC[C@@H]2C(C)C,"['cis-muurola-4(14),5-diene', 'cis-muurola-4(14),5-diene']","['Ocotea gomezii', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
739,739,739,740,CC1=CCC2(C)CCCC(C)(C)C23CC13,['cis-thujopsadiene'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Thujopsane sesquiterpenoids,,,False,15,17,204.357,0,0,0,4.559100000000004,0.0,0,0,0,Non-ionizable
740,740,740,741,C=C(C)C1C=C2C(C)CCC2C(C)CC1,"['γ-gurjunene', 'γ-gurjunene', 'γ-gurjunene', 'γ-gurjunene']","['Ocotea gomezii', 'Aiouea costaricensis', 'Beilschmiedia pendula', 'Ocotea austinii']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1080/10412905.2007.9699946']",Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
741,741,741,742,CC1=CC2C(CC1)C(C)=CCC2C(C)C,"['γ-muurolene', 'γ-muurolene', 'α-amorphene']","['Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
742,742,742,743,CC(C)=C1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,['cis-β-guaiene'],['Ocotea morae'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,15,16,204.357,0,0,0,4.869300000000004,0.0,0,0,0,Non-ionizable
743,743,743,744,C=C1C=C2C(CC1)[C@@H](C)CC[C@@H]2C(C)C,"['trans-muurola-4(14),5-diene']",['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
744,744,744,745,C=C(C)[C@@H]1CCC(C)=C2CC[C@H](C)[C@@H]2C1,"['α-bulnesene', 'δ-guaiene', 'α-bulnesene']","['Ocotea morae', 'Daldinia eschscholtzii', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1021/acsomega.3c03865', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.7252000000000045,0.0,0,0,0,Non-ionizable
745,745,745,746,CC1=C[C@H]2C(=C(C)CC[C@H]2C(C)C)CC1,"['δ-amorphene', 'δ-amorphene']","['Ocotea morae', 'Aiouea costaricensis']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.7252000000000045,0.0,0,0,0,Non-ionizable
746,746,746,747,C=C1CC[C@@H](C(C)C)[C@]2(C)C=C(C)CC[C@@]12C,"['γ-cadinene', 'γ-cadinene']","['Ocotea gomezii', 'Ocotea morae']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0']",Terpenoids,,,Sesquiterpenoids,,,Daucane sesquiterpenoids,,,False,17,18,232.411,0,0,1,5.361300000000005,0.0,0,0,0,Non-ionizable
747,747,747,748,Cc1ccc2c(c1)[C@@H](C(C)C)CC[C@@H]2C,['trans-calamenene'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,202.34099999999995,0,0,1,4.6319200000000045,0.0,1,0,0,Non-ionizable
748,748,748,749,CC1=CC2=C(C(C)C)CC[C@H](C)C2CC1,"['Zonarene', 'Zonarene']","['Ocotea morae', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.7252000000000045,0.0,0,0,0,Non-ionizable
749,749,749,750,CC1=CC2C(=CC1)[C@H](C)CC[C@H]2C(C)C,"['Trans-cadina-1,4-diene', 'Trans-cadina-1,4-diene', 'Trans-cadina-1,4-diene']","['Ocotea gomezii', 'Ocotea morae', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,204.357,0,0,1,4.581100000000004,0.0,0,0,0,Non-ionizable
750,750,750,751,CC(C)[C@@H]1CC[C@H](C)[C@@]23CC[C@](C)(O)[C@@H]2[C@@H]13,"['10-epi-cubebol', '10-epi-cubebol']","['Ocotea gomezii', 'Aiouea costaricensis']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389']",Terpenoids,,,Sesquiterpenoids,,,Cubebane sesquiterpenoids,,,False,16,18,222.372,1,1,1,3.4657000000000027,20.23,0,0,0,Non-ionizable
751,751,751,752,CC1CCC2C(C)(C)C3C4OC4(C)CCC123,['italicene epoxide'],['Ocotea gomezii'],['https://doi.org/10.1590/S0103-50532011000400018\xa0'],Terpenoids,,,Sesquiterpenoids,,,Cedrane and Isocedrane sesquiterpenoids,,,False,16,19,220.356,0,1,0,3.6262000000000025,12.53,0,0,0,Non-ionizable
752,752,752,753,C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,"['Elemol', 'Elemol', 'Elemol', 'Elemol']","['Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Elemane sesquiterpenoids,,,False,16,16,222.372,1,1,3,3.942000000000003,20.23,0,0,0,Non-ionizable
753,753,753,754,CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1,"['Germacrene B', 'Germacrene B', 'Germacrene B', 'Germacrene B']","['Ocotea gomezii', 'Croton jimenezii', 'Smallanthus maculatus ', 'Beilschmiedia pendula']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2004.9698740', 'https://doi.org/10.1080/10412905.2010.9700320']",Terpenoids,,,Sesquiterpenoids,,,Germacrane sesquiterpenoids,,,False,15,15,204.357,0,0,0,5.179500000000004,0.0,0,0,0,Non-ionizable
754,754,754,755,C=C1CCC(C(C)C)c2cc(C)ccc21,"['β-calacorene', 'β-calacorene']","['Ocotea gomezii', 'Ocotea morae']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0']",Terpenoids,,,Sesquiterpenoids,,,Cadinane sesquiterpenoids,,,False,15,16,200.325,0,0,1,4.541620000000004,0.0,1,0,0,Non-ionizable
755,755,755,756,CC1CCC2(O)C(C)CCC3C(C12)C3(C)C,"['Palustrol', 'Palustrol']","['Ocotea morae', 'Beilschmiedia pendula']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700320']",Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,False,16,18,222.372,1,1,0,3.4657000000000027,20.23,0,0,0,Non-ionizable
756,756,756,757,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,"['Globulol', 'Globulol', 'Globulol', 'Globulol', 'Globulol']","['Ocotea gomezii', 'Ocotea morae', 'Aiouea costaricensis', 'Schinus molle', 'Beilschmiedia pendula']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/14786410701848154', 'https://doi.org/10.1080/10412905.2010.9700320']",Terpenoids,,,Sesquiterpenoids,,,Aromadendrane sesquiterpenoids,,,False,16,18,222.372,1,1,0,3.4657000000000027,20.23,0,0,0,Non-ionizable
757,757,757,758,C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C,"['Guaiol', 'Guaiol', 'Guaiol']","['Ocotea gomezii', 'Aiouea costaricensis', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Guaiane sesquiterpenoids,,,False,16,17,222.372,1,1,1,3.920000000000004,20.23,0,0,0,Non-ionizable
758,758,758,759,C/C1=C\CC(C)(C)/C=C/C[C@@]2(C)O[C@@H]2CC1,"['Humulene epoxide II', 'Humulene epoxide II', 'Humulene epoxide (II)', 'Humulene epoxide (II)', 'Humulene epoxide II', 'Humulene epoxide II']","['Ocotea morae', 'Ocotea gomezii', 'Aiouea costaricensis', 'Croton jimenezii', 'Beilschmiedia pendula', 'Manekia naranjoana']","['https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1590/S0103-50532011000400018\xa0', 'https://doi.org/10.1080/10412905.2010.9700389', 'https://doi.org/10.1080/10412905.2002.9699883', 'https://doi.org/10.1080/10412905.2010.9700320', 'https://doi.org/10.1177/1934578X1100600135']",Terpenoids,,,Sesquiterpenoids,,,Humulane sesquiterpenoids,,,False,16,17,220.356,0,1,0,4.246600000000004,12.53,0,0,0,Non-ionizable
